,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Atu1279,1513.5984678314674,-0.7896425505008129,0.1857542933304101,-3.8830900908172965,6.140318083684244e-05,0.0010840180177237627
Atu1280,657.0195479361753,-0.7673392657317066,0.21942566143008743,-3.4253388765195054,0.0006647574900825018,0.007167427826812233
Atu1281,5672.967030896047,-0.8010365668725413,0.1644849645245408,-4.719261613743748,2.5511588671625115e-06,5.5274346929754937e-05
Atu1282,4160.708013843224,-0.726909670238409,0.15545213236472272,-4.465195380452761,6.16708966093257e-06,0.00013034618974769785
Atu1283,3747.382749902822,-0.6110005455876762,0.18546742120803264,-3.3866370012317066,0.0007049103459906358,0.007286007173200557
Atu1284,735.007653459261,-0.31144375068379854,0.19650335179180897,-1.8201429871545598,0.08131333046659459,0.24305814848298837
Atu1285,3668.8862789229097,0.42883503523191596,0.17408877574087137,2.668928013767597,0.008154243589770783,0.056897674937819574
Atu1286,165.8686978794259,-0.30337000688093957,0.28474853393656424,-1.0937539536986127,0.2858556014089737,0.5519709539347033
Atu1288,3163.7955945485405,-0.05673538386053643,0.18356904762664075,-0.2982361892856802,0.7599740580757923,0.8714580405460588
Atu1289,1419.8413525490282,0.08901518326398913,0.16181486413469218,0.6068885212897428,0.5840156984597253,0.7685107376085378
Atu1290,542.6572419168283,0.17213767777375708,0.18131906196138103,0.9530988764907902,0.2941270276288458,0.5743775949355351
Atu1291,294.7735789896505,1.8404053698495408,0.3004305026561782,5.621340750984583,1.1284503145529857e-08,4.0721094335646263e-07
Atu1292,4172.325475033486,1.1155114105231863,0.1794660355400899,5.827464449381302,1.8423973352519092e-09,9.022914004287535e-08
Atu1293,323.49358898512196,-0.3519003964459076,0.207599183617388,-1.813524312748538,0.0800483330791486,0.2730452443707154
Atu1299,267.72297751961975,-0.47486087006202654,0.41404886253763845,-1.0355425689915974,0.24900890545101456,0.5391979173833854
Atu1300,780.1251163311762,-0.03814779161598989,0.22879671905302218,-0.16984582218193722,0.8582788557370176,0.9545077476188177
Atu1301,224.28115605105063,0.4977466770712086,0.213391755503595,2.4375747959940415,0.017593638772420525,0.09204660979226843
Atu1302,512.1028235305125,0.5603568909314305,0.30957208795388336,1.7723626741424272,0.06531570743573788,0.24171538796517764
Atu1303,2775.3691896660725,0.10491710332608811,0.1468102132810077,0.5966037876417705,0.5266057688992851,0.728493625311203
Atu1304,4081.0359610931464,-0.06182150775386392,0.13448965827163684,-0.4395225648992853,0.6832972396351363,0.8524880466837224
Atu1305,107.43808011305985,0.42218716395496775,0.3565327429780102,1.0037199752554868,0.2982568265467049,0.5888682926679801
Atu1306,638.6118687506339,-0.18894955855016543,0.2465263593185786,-0.7912341523415667,0.42764040991552094,0.6232131996717659
Atu1307,1186.4540561803128,0.10606229322300448,0.25586175712539616,0.4016355196236234,0.7247222805310974,0.9066625672670402
Atu1308,1644.9381770684433,-0.016341418798757754,0.28219175080344394,-0.06256198011571486,0.9980166365097154,1.010010070743831
Atu1310,1344.6131961176561,0.05198779668962413,0.19258689823765002,0.2834331738761647,0.799958908907222,0.8962478796617936
Atu1311,198.28040756220295,0.4506820597737359,0.2780731855376312,1.5523401641517085,0.12244606167398923,0.3300774215226652
Atu1312,291.70330082347857,-0.1420816600926509,0.20684507705271607,-0.714694726342623,0.4543765895610168,0.6971214788864815
Atu1314,675.0726892763026,-0.1162788836182982,0.15583115660431018,-0.7406635535814351,0.4761211836258677,0.7121072797401856
Atu1316,207.0419585289924,-0.33775519259654246,0.2729150691069766,-1.2167192178729513,0.24138157222368842,0.4934608262297889
Atu1317,1855.187593773768,-0.0815189782491852,0.1934155962927437,-0.42479113212348746,0.7023348842930521,0.8158588313601106
Atu1318,1109.2518616676232,-0.17784160680038177,0.22418951555493424,-0.7896234452738737,0.4166411014112632,0.7004830692681022
Atu1319,3157.108394285732,-0.590052307012353,0.14952351023383711,-4.165209274712448,2.9829683516582928e-05,0.0005089020401398249
Atu1320,106.94862060225614,-0.593039038823198,0.2811687012289087,-1.9701313462267573,0.05709969171218066,0.21039924784360572
Atu1321,77.10500348263078,1.162113501724547,0.48582351788236733,2.0503663801563077,0.02586336381126643,0.1250082273648808
Atu1322,209.4834690304265,0.39846747791494486,0.29463923912526885,1.4065583175160603,0.15601961579519688,0.4263403154134396
Atu1323,27.019497446332792,-0.03705066551759869,0.4133060178701874,-0.10426350482232011,0.9209825802035234,0.9018365960400025
Atu1324,3324.16520385168,-0.3110535034896896,0.20344268409692168,-1.6335069506483262,0.11537745383386326,0.3234419362615248
